# Tiempo: 0.000000
# k	zE	zH	Ex	Hy
36	36.0000000000	36.5000000000	0.0770513243	0.0750111070
37	37.0000000000	37.5000000000	0.0728968627	0.0707106781
38	38.0000000000	38.5000000000	0.0684547106	0.0661311865
39	39.0000000000	39.5000000000	0.0637423990	0.0612907054
40	40.0000000000	40.5000000000	0.0587785252	0.0562083378
41	41.0000000000	41.5000000000	0.0535826795	0.0509041416
42	42.0000000000	42.5000000000	0.0481753674	0.0453990500
43	43.0000000000	43.5000000000	0.0425779292	0.0397147891
44	44.0000000000	44.5000000000	0.0368124553	0.0338737920
45	45.0000000000	45.5000000000	0.0309016994	0.0278991106
46	46.0000000000	46.5000000000	0.0248689887	0.0218143241
47	47.0000000000	47.5000000000	0.0187381315	0.0156434465
48	48.0000000000	48.5000000000	0.0125333234	0.0094108313
49	49.0000000000	49.5000000000	0.0062790520	0.0031410759
50	50.0000000000	50.5000000000	0.0000000000	-0.0031410759
51	51.0000000000	51.5000000000	-0.0062790520	-0.0094108313
52	52.0000000000	52.5000000000	-0.0125333234	-0.0156434465
53	53.0000000000	53.5000000000	-0.0187381315	-0.0218143241
54	54.0000000000	54.5000000000	-0.0248689887	-0.0278991106
55	55.0000000000	55.5000000000	-0.0309016994	-0.0338737920
56	56.0000000000	56.5000000000	-0.0368124553	-0.0397147891
57	57.0000000000	57.5000000000	-0.0425779292	-0.0453990500
58	58.0000000000	58.5000000000	-0.0481753674	-0.0509041416
59	59.0000000000	59.5000000000	-0.0535826795	-0.0562083378
60	60.0000000000	60.5000000000	-0.0587785252	-0.0612907054
61	61.0000000000	61.5000000000	-0.0637423990	-0.0661311865
62	62.0000000000	62.5000000000	-0.0684547106	-0.0707106781
63	63.0000000000	63.5000000000	-0.0728968627	-0.0750111070
64	64.0000000000	64.5000000000	-0.0770513243	-0.0790155012
65	65.0000000000	65.5000000000	-0.0809016994	-0.0827080574
66	66.0000000000	66.5000000000	-0.0844327926	-0.0860742027
67	67.0000000000	67.5000000000	-0.0876306680	-0.0891006524
68	68.0000000000	68.5000000000	-0.0904827052	-0.0917754626
69	69.0000000000	69.5000000000	-0.0929776486	-0.0940880769
70	70.0000000000	70.5000000000	-0.0951056516	-0.0960293686
71	71.0000000000	71.5000000000	-0.0968583161	-0.0975916762
72	72.0000000000	72.5000000000	-0.0982287251	-0.0987688341
73	73.0000000000	73.5000000000	-0.0992114701	-0.0995561965
74	74.0000000000	74.5000000000	-0.0998026728	-0.0999506560
75	75.0000000000	75.5000000000	-0.1000000000	-0.0999506560
76	76.0000000000	76.5000000000	-0.0998026728	-0.0995561965
77	77.0000000000	77.5000000000	-0.0992114701	-0.0987688341
78	78.0000000000	78.5000000000	-0.0982287251	-0.0975916762
79	79.0000000000	79.5000000000	-0.0968583161	-0.0960293686
80	80.0000000000	80.5000000000	-0.0951056516	-0.0940880769
81	81.0000000000	81.5000000000	-0.0929776486	-0.0917754626
82	82.0000000000	82.5000000000	-0.0904827052	-0.0891006524
83	83.0000000000	83.5000000000	-0.0876306680	-0.0860742027
84	84.0000000000	84.5000000000	-0.0844327926	-0.0827080574
85	85.0000000000	85.5000000000	-0.0809016994	-0.0790155012
86	86.0000000000	86.5000000000	-0.0770513243	-0.0750111070
87	87.0000000000	87.5000000000	-0.0728968627	-0.0707106781
88	88.0000000000	88.5000000000	-0.0684547106	-0.0661311865
89	89.0000000000	89.5000000000	-0.0637423990	-0.0612907054
90	90.0000000000	90.5000000000	-0.0587785252	-0.0562083378
91	91.0000000000	91.5000000000	-0.0535826795	-0.0509041416
92	92.0000000000	92.5000000000	-0.0481753674	-0.0453990500
93	93.0000000000	93.5000000000	-0.0425779292	-0.0397147891
94	94.0000000000	94.5000000000	-0.0368124553	-0.0338737920
95	95.0000000000	95.5000000000	-0.0309016994	-0.0278991106
96	96.0000000000	96.5000000000	-0.0248689887	-0.0218143241
97	97.0000000000	97.5000000000	-0.0187381315	-0.0156434465
98	98.0000000000	98.5000000000	-0.0125333234	-0.0094108313
99	99.0000000000	99.5000000000	-0.0062790520	-0.0031410759
100	100.0000000000	100.5000000000	-0.0000000000	0.0031410759
101	101.0000000000	101.5000000000	0.0062790520	0.0094108313
102	102.0000000000	102.5000000000	0.0125333234	0.0156434465
103	103.0000000000	103.5000000000	0.0187381315	0.0218143241
104	104.0000000000	104.5000000000	0.0248689887	0.0278991106
105	105.0000000000	105.5000000000	0.0309016994	0.0338737920
106	106.0000000000	106.5000000000	0.0368124553	0.0397147891
107	107.0000000000	107.5000000000	0.0425779292	0.0453990500
108	108.0000000000	108.5000000000	0.0481753674	0.0509041416
109	109.0000000000	109.5000000000	0.0535826795	0.0562083378
110	110.0000000000	110.5000000000	0.0587785252	0.0612907054
111	111.0000000000	111.5000000000	0.0637423990	0.0661311865
112	112.0000000000	112.5000000000	0.0684547106	0.0707106781
113	113.0000000000	113.5000000000	0.0728968627	0.0750111070
114	114.0000000000	114.5000000000	0.0770513243	0.0790155012
115	115.0000000000	115.5000000000	0.0809016994	0.0827080574
116	116.0000000000	116.5000000000	0.0844327926	0.0860742027
117	117.0000000000	117.5000000000	0.0876306680	0.0891006524
118	118.0000000000	118.5000000000	0.0904827052	0.0917754626
119	119.0000000000	119.5000000000	0.0929776486	0.0940880769
120	120.0000000000	120.5000000000	0.0951056516	0.0960293686
121	121.0000000000	121.5000000000	0.0968583161	0.0975916762
122	122.0000000000	122.5000000000	0.0982287251	0.0987688341
123	123.0000000000	123.5000000000	0.0992114701	0.0995561965
124	124.0000000000	124.5000000000	0.0998026728	0.0999506560
125	125.0000000000	125.5000000000	0.1000000000	0.0999506560
126	126.0000000000	126.5000000000	0.0998026728	0.0995561965
127	127.0000000000	127.5000000000	0.0992114701	0.0987688341
128	128.0000000000	128.5000000000	0.0982287251	0.0975916762
129	129.0000000000	129.5000000000	0.0968583161	0.0960293686
130	130.0000000000	130.5000000000	0.0951056516	0.0940880769
131	131.0000000000	131.5000000000	0.0929776486	0.0917754626
132	132.0000000000	132.5000000000	0.0904827052	0.0891006524
133	133.0000000000	133.5000000000	0.0876306680	0.0860742027
134	134.0000000000	134.5000000000	0.0844327926	0.0827080574
135	135.0000000000	135.5000000000	0.0809016994	0.0790155012
136	136.0000000000	136.5000000000	0.0770513243	0.0750111070
137	137.0000000000	137.5000000000	0.0728968627	0.0707106781
138	138.0000000000	138.5000000000	0.0684547106	0.0661311865
139	139.0000000000	139.5000000000	0.0637423990	0.0612907054
140	140.0000000000	140.5000000000	0.0587785252	0.0562083378
141	141.0000000000	141.5000000000	0.0535826795	0.0509041416
142	142.0000000000	142.5000000000	0.0481753674	0.0453990500
143	143.0000000000	143.5000000000	0.0425779292	0.0397147891
144	144.0000000000	144.5000000000	0.0368124553	0.0338737920
145	145.0000000000	145.5000000000	0.0309016994	0.0278991106
146	146.0000000000	146.5000000000	0.0248689887	0.0218143241
147	147.0000000000	147.5000000000	0.0187381315	0.0156434465
148	148.0000000000	148.5000000000	0.0125333234	0.0094108313
149	149.0000000000	149.5000000000	0.0062790520	0.0031410759
150	150.0000000000	150.5000000000	0.0000000000	-0.0031410759
151	151.0000000000	151.5000000000	-0.0062790520	-0.0094108313
152	152.0000000000	152.5000000000	-0.0125333234	-0.0156434465
153	153.0000000000	153.5000000000	-0.0187381315	-0.0218143241
154	154.0000000000	154.5000000000	-0.0248689887	-0.0278991106
155	155.0000000000	155.5000000000	-0.0309016994	-0.0338737920
156	156.0000000000	156.5000000000	-0.0368124553	-0.0397147891
157	157.0000000000	157.5000000000	-0.0425779292	-0.0453990500
158	158.0000000000	158.5000000000	-0.0481753674	-0.0509041416
159	159.0000000000	159.5000000000	-0.0535826795	-0.0562083378
160	160.0000000000	160.5000000000	-0.0587785252	-0.0612907054
161	161.0000000000	161.5000000000	-0.0637423990	-0.0661311865
162	162.0000000000	162.5000000000	-0.0684547106	-0.0707106781
163	163.0000000000	163.5000000000	-0.0728968627	-0.0750111070
164	164.0000000000	164.5000000000	-0.0770513243	-0.0790155012
165	165.0000000000	165.5000000000	-0.0809016994	-0.0827080574
166	166.0000000000	166.5000000000	-0.0844327926	-0.0860742027
167	167.0000000000	167.5000000000	-0.0876306680	-0.0891006524
168	168.0000000000	168.5000000000	-0.0904827052	-0.0917754626
169	169.0000000000	169.5000000000	-0.0929776486	-0.0940880769
170	170.0000000000	170.5000000000	-0.0951056516	-0.0960293686
171	171.0000000000	171.5000000000	-0.0968583161	-0.0975916762
172	172.0000000000	172.5000000000	-0.0982287251	-0.0987688341
173	173.0000000000	173.5000000000	-0.0992114701	-0.0995561965
174	174.0000000000	174.5000000000	-0.0998026728	-0.0999506560
175	175.0000000000	175.5000000000	-0.1000000000	-0.0999506560
176	176.0000000000	176.5000000000	-0.0998026728	-0.0995561965
177	177.0000000000	177.5000000000	-0.0992114701	-0.0987688341
178	178.0000000000	178.5000000000	-0.0982287251	-0.0975916762
179	179.0000000000	179.5000000000	-0.0968583161	-0.0960293686
180	180.0000000000	180.5000000000	-0.0951056516	-0.0940880769
181	181.0000000000	181.5000000000	-0.0929776486	-0.0917754626
182	182.0000000000	182.5000000000	-0.0904827052	-0.0891006524
183	183.0000000000	183.5000000000	-0.0876306680	-0.0860742027
184	184.0000000000	184.5000000000	-0.0844327926	-0.0827080574
185	185.0000000000	185.5000000000	-0.0809016994	-0.0790155012
186	186.0000000000	186.5000000000	-0.0770513243	-0.0750111070
187	187.0000000000	187.5000000000	-0.0728968627	-0.0707106781
188	188.0000000000	188.5000000000	-0.0684547106	-0.0661311865
189	189.0000000000	189.5000000000	-0.0637423990	-0.0612907054
190	190.0000000000	190.5000000000	-0.0587785252	-0.0562083378
191	191.0000000000	191.5000000000	-0.0535826795	-0.0509041416
192	192.0000000000	192.5000000000	-0.0481753674	-0.0453990500
193	193.0000000000	193.5000000000	-0.0425779292	-0.0397147891
194	194.0000000000	194.5000000000	-0.0368124553	-0.0338737920
195	195.0000000000	195.5000000000	-0.0309016994	-0.0278991106
196	196.0000000000	196.5000000000	-0.0248689887	-0.0218143241
197	197.0000000000	197.5000000000	-0.0187381315	-0.0156434465
198	198.0000000000	198.5000000000	-0.0125333234	-0.0094108313
199	199.0000000000	199.5000000000	-0.0062790520	-0.0031410759

# Tiempo: 5.000000
# k	zE	zH	Ex	Hy
0	0.0000000000	0.5000000000	0.0000000000	0.0000000000
1	1.0000000000	1.5000000000	-0.0077080259	0.0073526613
2	2.0000000000	2.5000000000	0.0006803091	-0.0007397467
3	3.0000000000	3.5000000000	-0.0075864657	0.0072367054
4	4.0000000000	4.5000000000	0.0013498893	-0.0014678272
5	5.0000000000	5.5000000000	-0.0073452624	0.0070066224
6	6.0000000000	6.5000000000	0.0019981809	-0.0021727592
7	7.0000000000	7.5000000000	-0.0069882200	0.0066660408
8	8.0000000000	8.5000000000	0.0026149600	-0.0028434254
9	9.0000000000	9.5000000000	-0.0033798932	0.0062203317
10	10.0000000000	10.5000000000	0.0031904997	-0.0003281732
11	11.0000000000	11.5000000000	0.0097483011	0.0056765242
12	12.0000000000	12.5000000000	0.0162676305	0.0116588191
13	13.0000000000	13.5000000000	0.0227227589	0.0175951018
14	14.0000000000	14.5000000000	0.0290882110	0.0234619448
15	15.0000000000	15.5000000000	0.0353388652	0.0292361942
16	16.0000000000	16.5000000000	0.0414500531	0.0348950617
17	17.0000000000	17.5000000000	0.0473976565	0.0404162143
18	18.0000000000	18.5000000000	0.0531582031	0.0457778626
19	19.0000000000	19.5000000000	0.0587089585	0.0509588466
20	20.0000000000	20.5000000000	0.0640280164	0.0559387193
21	21.0000000000	21.5000000000	0.0690943851	0.0606978274
22	22.0000000000	22.5000000000	0.0738880697	0.0652173889
23	23.0000000000	23.5000000000	0.0783901520	0.0694795672
24	24.0000000000	24.5000000000	0.0825828640	0.0734675414
25	25.0000000000	25.5000000000	0.0864496593	0.0771655727
26	26.0000000000	26.5000000000	0.0899752772	0.0805590668
27	27.0000000000	27.5000000000	0.0931458039	0.0836346311
28	28.0000000000	28.5000000000	0.0959487266	0.0863801277
29	29.0000000000	29.5000000000	0.0983729835	0.0887847214
30	30.0000000000	30.5000000000	0.1004090072	0.0908389223
31	31.0000000000	31.5000000000	0.1020487624	0.0925346235
32	32.0000000000	32.5000000000	0.1032857777	0.0938651329
33	33.0000000000	33.5000000000	0.1041151713	0.0948251994
34	34.0000000000	34.5000000000	0.1045336699	0.0954110342
35	35.0000000000	35.5000000000	0.1045396218	0.0956203252
36	36.0000000000	36.5000000000	0.1041330036	0.0954522465
37	37.0000000000	37.5000000000	0.1033154201	0.0949074614
38	38.0000000000	38.5000000000	0.1020900977	0.0939881199
39	39.0000000000	39.5000000000	0.1004618724	0.0926978503
40	40.0000000000	40.5000000000	0.0984371699	0.0910417445
41	41.0000000000	41.5000000000	0.0960239810	0.0890263386
42	42.0000000000	42.5000000000	0.0932318292	0.0866595864
43	43.0000000000	43.5000000000	0.0900717340	0.0839508284
44	44.0000000000	44.5000000000	0.0865561668	0.0809107549
45	45.0000000000	45.5000000000	0.0826990020	0.0775513635
46	46.0000000000	46.5000000000	0.0785154620	0.0738859124
47	47.0000000000	47.5000000000	0.0740220573	0.0699288673
48	48.0000000000	48.5000000000	0.0692365214	0.0656958449
49	49.0000000000	49.5000000000	0.0641777406	0.0612035510
50	50.0000000000	50.5000000000	0.0588656795	0.0564697147
51	51.0000000000	51.5000000000	0.0533213026	0.0515130182
52	52.0000000000	52.5000000000	0.0475664907	0.0463530234
53	53.0000000000	53.5000000000	0.0416239557	0.0410100944
54	54.0000000000	54.5000000000	0.0355171500	0.0355053172
55	55.0000000000	55.5000000000	0.0292701742	0.0298604168
56	56.0000000000	56.5000000000	0.0229076825	0.0240976710
57	57.0000000000	57.5000000000	0.0164547846	0.0182398226
58	58.0000000000	58.5000000000	0.0099369472	0.0123099901
59	59.0000000000	59.5000000000	0.0033798932	0.0063315756
60	60.0000000000	60.5000000000	-0.0031904997	0.0003281732
61	61.0000000000	61.5000000000	-0.0097483011	-0.0056765242
62	62.0000000000	62.5000000000	-0.0162676305	-0.0116588191
63	63.0000000000	63.5000000000	-0.0227227589	-0.0175951018
64	64.0000000000	64.5000000000	-0.0290882110	-0.0234619448
65	65.0000000000	65.5000000000	-0.0353388652	-0.0292361942
66	66.0000000000	66.5000000000	-0.0414500531	-0.0348950617
67	67.0000000000	67.5000000000	-0.0473976565	-0.0404162143
68	68.0000000000	68.5000000000	-0.0531582031	-0.0457778626
69	69.0000000000	69.5000000000	-0.0587089585	-0.0509588466
70	70.0000000000	70.5000000000	-0.0640280164	-0.0559387193
71	71.0000000000	71.5000000000	-0.0690943851	-0.0606978274
72	72.0000000000	72.5000000000	-0.0738880697	-0.0652173889
73	73.0000000000	73.5000000000	-0.0783901520	-0.0694795672
74	74.0000000000	74.5000000000	-0.0825828640	-0.0734675414
75	75.0000000000	75.5000000000	-0.0864496593	-0.0771655727
76	76.0000000000	76.5000000000	-0.0899752772	-0.0805590668
77	77.0000000000	77.5000000000	-0.0931458039	-0.0836346311
78	78.0000000000	78.5000000000	-0.0959487266	-0.0863801277
79	79.0000000000	79.5000000000	-0.0983729835	-0.0887847214
80	80.0000000000	80.5000000000	-0.1004090072	-0.0908389223
81	81.0000000000	81.5000000000	-0.1020487624	-0.0925346235
82	82.0000000000	82.5000000000	-0.1032857777	-0.0938651329
83	83.0000000000	83.5000000000	-0.1041151713	-0.0948251994
84	84.0000000000	84.5000000000	-0.1045336699	-0.0954110342
85	85.0000000000	85.5000000000	-0.1045396218	-0.0956203252
86	86.0000000000	86.5000000000	-0.1041330036	-0.0954522465
87	87.0000000000	87.5000000000	-0.1033154201	-0.0949074614
88	88.0000000000	88.5000000000	-0.1020900977	-0.0939881199
89	89.0000000000	89.5000000000	-0.1004618724	-0.0926978503
90	90.0000000000	90.5000000000	-0.0984371699	-0.0910417445
91	91.0000000000	91.5000000000	-0.0960239810	-0.0890263386
92	92.0000000000	92.5000000000	-0.0932318292	-0.0866595864
93	93.0000000000	93.5000000000	-0.0900717340	-0.0839508284
94	94.0000000000	94.5000000000	-0.0865561668	-0.0809107549
95	95.0000000000	95.5000000000	-0.0826990020	-0.0775513635
96	96.0000000000	96.5000000000	-0.0785154620	-0.0738859124
97	97.0000000000	97.5000000000	-0.0740220573	-0.0699288673
98	98.0000000000	98.5000000000	-0.0692365214	-0.0656958449
99	99.0000000000	99.5000000000	-0.0641777406	-0.0612035510
100	100.0000000000	100.5000000000	-0.0588656795	-0.0564697147
101	101.0000000000	101.5000000000	-0.0533213026	-0.0515130182
102	102.0000000000	102.5000000000	-0.0475664907	-0.0463530234
103	103.0000000000	103.5000000000	-0.0416239557	-0.0410100944
104	104.0000000000	104.5000000000	-0.0355171500	-0.0355053172
105	105.0000000000	105.5000000000	-0.0292701742	-0.0298604168
106	106.0000000000	106.5000000000	-0.0229076825	-0.0240976710
107	107.0000000000	107.5000000000	-0.0164547846	-0.0182398226
108	108.0000000000	108.5000000000	-0.0099369472	-0.0123099901
109	109.0000000000	109.5000000000	-0.0033798932	-0.0063315756
110	110.0000000000	110.5000000000	0.0031904997	-0.0003281732
111	111.0000000000	111.5000000000	0.0097483011	0.0056765242
112	112.0000000000	112.5000000000	0.0162676305	0.0116588191
113	113.0000000000	113.5000000000	0.0227227589	0.0175951018
114	114.0000000000	114.5000000000	0.0290882110	0.0234619448
115	115.0000000000	115.5000000000	0.0353388652	0.0292361942
116	116.0000000000	116.5000000000	0.0414500531	0.0348950617
117	117.0000000000	117.5000000000	0.0473976565	0.0404162143
118	118.0000000000	118.5000000000	0.0531582031	0.0457778626
119	119.0000000000	119.5000000000	0.0587089585	0.0509588466
120	120.0000000000	120.5000000000	0.0640280164	0.0559387193
121	121.0000000000	121.5000000000	0.0690943851	0.0606978274
122	122.0000000000	122.5000000000	0.0738880697	0.0652173889
123	123.0000000000	123.5000000000	0.0783901520	0.0694795672
124	124.0000000000	124.5000000000	0.0825828640	0.0734675414
125	125.0000000000	125.5000000000	0.0864496593	0.0771655727
126	126.0000000000	126.5000000000	0.0899752772	0.0805590668
127	127.0000000000	127.5000000000	0.0931458039	0.0836346311
128	128.0000000000	128.5000000000	0.0959487266	0.0863801277
129	129.0000000000	129.5000000000	0.0983729835	0.0887847214
130	130.0000000000	130.5000000000	0.1004090072	0.0908389223
131	131.0000000000	131.5000000000	0.1020487624	0.0925346235
132	132.0000000000	132.5000000000	0.1032857777	0.0938651329
133	133.0000000000	133.5000000000	0.1041151713	0.0948251994
134	134.0000000000	134.5000000000	0.1045336699	0.0954110342
135	135.0000000000	135.5000000000	0.1045396218	0.0956203252
136	136.0000000000	136.5000000000	0.1041330036	0.0954522465
137	137.0000000000	137.5000000000	0.1033154201	0.0949074614
138	138.0000000000	138.5000000000	0.1020900977	0.0939881199
139	139.0000000000	139.5000000000	0.1004618724	0.0926978503
140	140.0000000000	140.5000000000	0.0984371699	0.0910417445
141	141.0000000000	141.5000000000	0.0960239810	0.0890263386
142	142.0000000000	142.5000000000	0.0932318292	0.0866595864
143	143.0000000000	143.5000000000	0.0900717340	0.0839508284
144	144.0000000000	144.5000000000	0.0865561668	0.0809107549
145	145.0000000000	145.5000000000	0.0826990020	0.0775513635
146	146.0000000000	146.5000000000	0.0785154620	0.0738859124
147	147.0000000000	147.5000000000	0.0740220573	0.0699288673
148	148.0000000000	148.5000000000	0.0692365214	0.0656958449
149	149.0000000000	149.5000000000	0.0641777406	0.0612035510
150	150.0000000000	150.5000000000	0.0588656795	0.0564697147
151	151.0000000000	151.5000000000	0.0533213026	0.0515130182
152	152.0000000000	152.5000000000	0.0475664907	0.0463530234
153	153.0000000000	153.5000000000	0.0416239557	0.0410100944
154	154.0000000000	154.5000000000	0.0355171500	0.0355053172
155	155.0000000000	155.5000000000	0.0292701742	0.0298604168
156	156.0000000000	156.5000000000	0.0229076825	0.0240976710
157	157.0000000000	157.5000000000	0.0164547846	0.0182398226
158	158.0000000000	158.5000000000	0.0099369472	0.0123099901
159	159.0000000000	159.5000000000	0.0033798932	0.0063315756
160	160.0000000000	160.5000000000	-0.0031904997	0.0003281732
161	161.0000000000	161.5000000000	-0.0097483011	-0.0056765242
162	162.0000000000	162.5000000000	-0.0162676305	-0.0116588191
163	163.0000000000	163.5000000000	-0.0227227589	-0.0175951018
164	164.0000000000	164.5000000000	-0.0290882110	-0.0234619448
165	165.0000000000	165.5000000000	-0.0353388652	-0.0292361942
166	166.0000000000	166.5000000000	-0.0414500531	-0.0348950617
167	167.0000000000	167.5000000000	-0.0473976565	-0.0404162143
168	168.0000000000	168.5000000000	-0.0531582031	-0.0457778626
169	169.0000000000	169.5000000000	-0.0587089585	-0.0509588466
170	170.0000000000	170.5000000000	-0.0640280164	-0.0559387193
171	171.0000000000	171.5000000000	-0.0690943851	-0.0606978274
172	172.0000000000	172.5000000000	-0.0738880697	-0.0652173889
173	173.0000000000	173.5000000000	-0.0783901520	-0.0694795672
174	174.0000000000	174.5000000000	-0.0825828640	-0.0734675414
175	175.0000000000	175.5000000000	-0.0864496593	-0.0771655727
176	176.0000000000	176.5000000000	-0.0899752772	-0.0805590668
177	177.0000000000	177.5000000000	-0.0931458039	-0.0836346311
178	178.0000000000	178.5000000000	-0.0959487266	-0.0863801277
179	179.0000000000	179.5000000000	-0.0983729835	-0.0887847214
180	180.0000000000	180.5000000000	-0.1004090072	-0.0908389223
181	181.0000000000	181.5000000000	-0.1020487624	-0.0925346235
182	182.0000000000	182.5000000000	-0.1032857777	-0.0938651329
183	183.0000000000	183.5000000000	-0.1041151713	-0.0948251994
184	184.0000000000	184.5000000000	-0.1045336699	-0.0954110342
185	185.0000000000	185.5000000000	-0.1045396218	-0.0956203252
186	186.0000000000	186.5000000000	-0.1041330036	-0.0954522465
187	187.0000000000	187.5000000000	-0.1033154201	-0.0949074614
188	188.0000000000	188.5000000000	-0.1020900977	-0.0939881199
189	189.0000000000	189.5000000000	-0.1004618724	-0.0926978503
190	190.0000000000	190.5000000000	-0.0984371699	-0.1098727037
191	191.0000000000	191.5000000000	-0.0771930218	-0.0734014760
192	192.0000000000	192.5000000000	-0.1088566918	-0.1177454774
193	193.0000000000	193.5000000000	-0.0589858431	-0.0560885925
194	194.0000000000	194.5000000000	-0.1144184027	-0.1237613345
195	195.0000000000	195.5000000000	-0.0398484224	-0.0378911584
196	196.0000000000	196.5000000000	-0.1181756671	-0.1278254015
197	197.0000000000	197.5000000000	-0.0200825682	-0.0190961581
198	198.0000000000	198.5000000000	-0.1200692306	-0.1298735855
199	199.0000000000	199.5000000000	0.0000000000	0.0000000000

# Tiempo: 10.000000
# k	zE	zH	Ex	Hy
0	0.0000000000	0.5000000000	0.0000000000	0.0000000000
1	1.0000000000	1.5000000000	-0.0030517200	0.0024860246
2	2.0000000000	2.5000000000	0.0011193471	-0.0011412020
3	3.0000000000	3.5000000000	-0.0030035925	0.0024468185
4	4.0000000000	4.5000000000	0.0022210414	-0.0022644066
5	5.0000000000	5.5000000000	-0.0029080966	0.0023690246
6	6.0000000000	6.5000000000	0.0032877086	-0.0033519002
7	7.0000000000	7.5000000000	-0.0027667383	0.0022538698
8	8.0000000000	8.5000000000	0.0043025266	-0.0043865323
9	9.0000000000	9.5000000000	-0.0025817469	0.0021031701
10	10.0000000000	10.5000000000	0.0052494912	-0.0053519861
11	11.0000000000	11.5000000000	-0.0023560398	0.0019193022
12	12.0000000000	12.5000000000	0.0061136682	-0.0062330359
13	13.0000000000	13.5000000000	-0.0020931765	0.0017051657
14	14.0000000000	14.5000000000	0.0068814290	-0.0070157871
15	15.0000000000	15.5000000000	-0.0017973026	0.0014641377
16	16.0000000000	16.5000000000	0.0075406656	-0.0076878950
17	17.0000000000	17.5000000000	-0.0014730841	0.0012000194
18	18.0000000000	18.5000000000	0.0080809814	-0.0082387603
19	19.0000000000	19.5000000000	0.0020154417	0.0009169761
20	20.0000000000	20.5000000000	0.0084938552	-0.0055186195
21	21.0000000000	21.5000000000	0.0149387474	0.0006194716
22	22.0000000000	22.5000000000	0.0213246831	0.0067551179
23	23.0000000000	23.5000000000	0.0276264601	0.0128641048
24	24.0000000000	24.5000000000	0.0338192081	0.0189223230
25	25.0000000000	25.5000000000	0.0398784871	0.0249058634
26	26.0000000000	26.5000000000	0.0457803839	0.0307911118
27	27.0000000000	27.5000000000	0.0515016065	0.0365548417
28	28.0000000000	28.5000000000	0.0570195757	0.0421743063
29	29.0000000000	29.5000000000	0.0623125147	0.0476273283
30	30.0000000000	30.5000000000	0.0673595348	0.0528923869
31	31.0000000000	31.5000000000	0.0721407175	0.0579487034
32	32.0000000000	32.5000000000	0.0766371937	0.0627763229
33	33.0000000000	33.5000000000	0.0808312180	0.0673561929
34	34.0000000000	34.5000000000	0.0847062383	0.0716702388
35	35.0000000000	35.5000000000	0.0882469619	0.0757014350
36	36.0000000000	36.5000000000	0.0914394150	0.0794338722
37	37.0000000000	37.5000000000	0.0942709985	0.0828528203
38	38.0000000000	38.5000000000	0.0967305374	0.0859447860
39	39.0000000000	39.5000000000	0.0988083251	0.0886975670
40	40.0000000000	40.5000000000	0.1004961615	0.0911002992
41	41.0000000000	41.5000000000	0.1017873854	0.0931435002
42	42.0000000000	42.5000000000	0.1026769011	0.0948191063
43	43.0000000000	43.5000000000	0.1031611979	0.0961205047
44	44.0000000000	44.5000000000	0.1032383646	0.0970425594
45	45.0000000000	45.5000000000	0.1029080966	0.0975816314
46	46.0000000000	46.5000000000	0.1021716974	0.0977355934
47	47.0000000000	47.5000000000	0.1010320732	0.0975038376
48	48.0000000000	48.5000000000	0.0994937216	0.0968872787
